DayofMonth,DayOfWeek,Carrier,OriginAirportID,DestAirportID,DepDelay,ArrDelay
18,4,DL,10721,13198,28,32
18,4,DL,10821,14747,-8,-6
18,4,DL,11057,12191,-1,-4
18,4,DL,11057,13232,-1,-20
18,4,DL,13232,11057,-8,29
18,4,DL,13796,13198,-3,-21
18,4,DL,12191,11057,-3,-11
18,4,DL,12191,14122,-3,-13
18,4,DL,13198,10721,197,215
18,4,DL,13198,13796,18,32
18,4,DL,14122,12191,-2,55
18,4,DL,14747,10821,-4,-5
18,4,DL,10423,11057,14,35
18,4,DL,11057,10423,4,-5
18,4,DL,11057,11066,2,-20
18,4,DL,11057,13871,72,50
18,4,DL,11066,11057,22,60
18,4,DL,13851,12264,0,-9
18,4,DL,13871,11057,-5,-16
18,4,DL,10423,12264,-4,-14
18,4,DL,12264,10423,66,32
18,4,DL,12264,14683,27,10
18,4,DL,14683,13930,10,17
18,4,DL,14524,13303,-5,40
18,4,DL,11193,13303,0,-31
18,4,DL,13303,11066,-3,31
18,4,DL,10140,13930,-6,24
18,4,DL,12892,13851,0,-4
18,4,DL,13851,12892,12,6
18,4,DL,14679,12892,-5,-24
18,4,DL,13303,14524,-1,0
18,4,DL,13303,11193,18,14
18,4,DL,13303,14122,8,13
18,4,DL,13244,13303,0,-20
18,4,DL,13303,13244,-2,-9
18,4,DL,14730,13303,1,13
18,4,DL,13303,14730,0,-8
18,4,DL,12892,14679,3,-15
18,4,DL,13930,10140,7,152
18,4,DL,12478,11066,40,61
18,4,DL,13930,14683,-4,-4
18,4,DL,13930,13342,57,51
18,4,DL,13342,13930,-3,-16
18,4,DL,14492,11278,32,10
18,4,DL,11278,14492,-2,-9
18,4,DL,11066,12953,2,62
18,4,DL,12953,11066,14,5
18,4,DL,11278,10693,57,55
18,4,DL,10693,11278,11,18
18,4,DL,14893,14771,33,42
18,4,DL,14771,14893,-4,64
18,4,DL,14771,13198,-1,-15
18,4,DL,14570,14771,7,3
18,4,DL,10800,14771,-3,-14
18,4,DL,14771,14570,-2,-15
18,4,DL,14771,10800,-3,-8
18,4,DL,14771,14683,302,298
18,4,DL,14771,15376,-1,-18
18,4,DL,13198,14771,-5,12
18,4,DL,13891,14057,-8,-8
18,4,DL,14057,13891,291,302
18,4,DL,15376,14869,8,-18
18,4,DL,13198,14869,-4,-20
18,4,DL,13244,10693,38,67
18,4,DL,14869,15376,-6,-1
18,4,DL,14683,12264,-4,12
18,4,DL,10800,14869,-5,-32
18,4,DL,14771,10140,17,18
18,4,DL,10140,14771,22,3
18,4,DL,13851,14771,-3,-1
18,4,DL,14683,14771,-8,-19
18,4,DL,14747,14057,16,32
18,4,DL,14869,13198,37,29
18,4,DL,14869,10800,-5,-11
18,4,DL,15376,14771,-6,-24
18,4,DL,14683,14869,4,-1
18,4,DL,10693,13244,4,-13
18,4,DL,14771,13891,382,376
18,4,DL,14057,14747,-6,-7
18,4,DL,10140,14869,-3,-21
18,4,DL,14869,10140,-3,-15
18,4,DL,10800,14057,-4,15
18,4,DL,14057,10800,-4,-6
18,4,DL,14771,13851,-2,1
18,4,DL,14869,10693,-1,-19
18,4,DL,10693,14869,15,-1
18,4,DL,14869,13871,-4,-17
18,4,DL,13871,14869,-5,-8
18,4,DL,13891,14771,16,31
18,4,DL,10821,14771,0,-10
18,4,DL,14771,11042,-2,-5
18,4,DL,14893,13930,1,-7
18,4,DL,13891,12266,-2,-19
18,4,DL,12264,14869,0,-9
18,4,DL,14869,12264,-2,-6
18,4,DL,10140,12264,1,-13
18,4,DL,12264,10140,-1,-7
18,4,DL,14893,12264,7,27
18,4,DL,12264,12889,3,11
18,4,DL,11292,13830,-4,-12
18,4,DL,10299,11292,15,1
18,4,DL,14771,14492,-9,-26
18,4,DL,11618,14057,-6,-19
18,4,DL,14843,12266,6,-6
18,4,DL,12266,14843,-1,22
18,4,DL,12264,14057,-3,-14
18,4,DL,12264,11697,-3,-19
18,4,DL,14057,12264,-4,-12
18,4,DL,13930,13830,-1,-16
18,4,DL,14570,12266,-3,-7
18,4,DL,11278,14307,21,14
18,4,DL,12264,13796,16,22
18,4,DL,12953,12339,0,-3
18,4,DL,12339,12953,31,24
18,4,DL,14307,11042,-4,-15
18,4,DL,11066,11042,-2,-16
18,4,DL,11042,14307,8,-10
18,4,DL,11042,11066,-2,3
18,4,DL,13244,12478,1,-17
18,4,DL,10721,12339,-4,-25
18,4,DL,12339,10721,-2,-11
18,4,DL,14122,11042,-1,-10
18,4,DL,13244,11066,0,6
18,4,DL,13244,14730,4,7
18,4,DL,10299,11298,-4,5
18,4,DL,11298,10299,2,-9
18,4,DL,13796,12264,-4,30
18,4,DL,10299,12954,-3,-22
18,4,DL,12954,10299,2,-7
18,4,DL,12953,13871,28,29
18,4,DL,13871,12953,7,5
18,4,DL,12892,13871,-4,-15
18,4,DL,13871,12892,102,106
18,4,DL,11057,14893,-1,-1
18,4,DL,11278,13495,3,-5
18,4,DL,13495,11278,67,78
18,4,DL,14893,11057,-1,-9
18,4,DL,14057,14100,-5,3
18,4,DL,14100,14057,49,63
18,4,DL,14100,14893,-3,-18
18,4,DL,14893,14100,-8,-27
18,4,DL,12266,10299,128,111
18,4,DL,10423,14057,-1,-12
18,4,DL,14057,10423,339,315
18,4,DL,11057,14730,4,-20
18,4,DL,14730,11057,108,110
18,4,DL,10299,12266,84,77
18,4,DL,14771,13871,89,99
18,4,DL,14771,10299,0,-10
18,4,DL,10299,14771,-1,-12
18,4,DL,11042,14747,-5,-11
18,4,DL,14747,11042,-4,-20
18,4,DL,11042,14057,12,6
18,4,DL,14057,11042,-3,-1
18,4,DL,13487,13931,0,-13
18,4,DL,12451,13487,47,84
18,4,DL,13487,12451,-3,-9
18,4,DL,10721,11066,1,-7
18,4,DL,11066,10721,-6,0
18,4,DL,14679,13303,19,58
18,4,DL,13303,14679,24,25
18,4,DL,10721,13796,70,79
18,4,DL,13796,10721,115,115
18,4,DL,11193,14679,-4,-7
18,4,DL,13244,14747,9,9
18,4,DL,14747,13244,-3,-15
18,4,DL,14679,11193,29,22
18,4,DL,12191,10721,3,-8
18,4,DL,12191,12953,0,-11
18,4,DL,12191,14747,0,-2
18,4,DL,10693,14747,-1,-12
18,4,DL,10721,12191,-4,6
18,4,DL,14747,10693,37,15
18,4,DL,14747,12191,17,4
18,4,DL,13232,12451,-1,-13
18,4,DL,12451,13232,-4,-5
18,4,DL,12953,12191,-4,21
